  0.339981 -0.861136 -0.861136 -0.861136
  0.339981 -0.861136 -0.861136 -0.339981
  0.339981 -0.861136 -0.861136  0.339981
  0.339981 -0.861136 -0.861136  0.861136
  0.339981 -0.861136 -0.339981 -0.861136
  0.339981 -0.861136 -0.339981 -0.339981
  0.339981 -0.861136 -0.339981  0.339981
  0.339981 -0.861136 -0.339981  0.861136
  0.339981 -0.861136  0.339981 -0.861136
  0.339981 -0.861136  0.339981 -0.339981
  0.339981 -0.861136  0.339981  0.339981
  0.339981 -0.861136  0.339981  0.861136
  0.339981 -0.861136  0.861136 -0.861136
  0.339981 -0.861136  0.861136 -0.339981
  0.339981 -0.861136  0.861136  0.339981
  0.339981 -0.861136  0.861136  0.861136
  0.339981 -0.339981 -0.861136 -0.861136
  0.339981 -0.339981 -0.861136 -0.339981
  0.339981 -0.339981 -0.861136  0.339981
  0.339981 -0.339981 -0.861136  0.861136
  0.339981 -0.339981 -0.339981 -0.861136
  0.339981 -0.339981 -0.339981 -0.339981
  0.339981 -0.339981 -0.339981  0.339981
  0.339981 -0.339981 -0.339981  0.861136
  0.339981 -0.339981  0.339981 -0.861136
  0.339981 -0.339981  0.339981 -0.339981
  0.339981 -0.339981  0.339981  0.339981
  0.339981 -0.339981  0.339981  0.861136
  0.339981 -0.339981  0.861136 -0.861136
  0.339981 -0.339981  0.861136 -0.339981
  0.339981 -0.339981  0.861136  0.339981
  0.339981 -0.339981  0.861136  0.861136
  0.339981  0.339981 -0.861136 -0.861136
  0.339981  0.339981 -0.861136 -0.339981
  0.339981  0.339981 -0.861136  0.339981
  0.339981  0.339981 -0.861136  0.861136
  0.339981  0.339981 -0.339981 -0.861136
  0.339981  0.339981 -0.339981 -0.339981
  0.339981  0.339981 -0.339981  0.339981
  0.339981  0.339981 -0.339981  0.861136
  0.339981  0.339981  0.339981 -0.861136
  0.339981  0.339981  0.339981 -0.339981
  0.339981  0.339981  0.339981  0.339981
  0.339981  0.339981  0.339981  0.861136
  0.339981  0.339981  0.861136 -0.861136
  0.339981  0.339981  0.861136 -0.339981
  0.339981  0.339981  0.861136  0.339981
  0.339981  0.339981  0.861136  0.861136
  0.339981  0.861136 -0.861136 -0.861136
  0.339981  0.861136 -0.861136 -0.339981
  0.339981  0.861136 -0.861136  0.339981
  0.339981  0.861136 -0.861136  0.861136
  0.339981  0.861136 -0.339981 -0.861136
  0.339981  0.861136 -0.339981 -0.339981
  0.339981  0.861136 -0.339981  0.339981
  0.339981  0.861136 -0.339981  0.861136
  0.339981  0.861136  0.339981 -0.861136
  0.339981  0.861136  0.339981 -0.339981
  0.339981  0.861136  0.339981  0.339981
  0.339981  0.861136  0.339981  0.861136
  0.339981  0.861136  0.861136 -0.861136
  0.339981  0.861136  0.861136 -0.339981
  0.339981  0.861136  0.861136  0.339981
  0.339981  0.861136  0.861136  0.861136
  0.861136 -0.861136 -0.861136 -0.861136
  0.861136 -0.861136 -0.861136 -0.339981
  0.861136 -0.861136 -0.861136  0.339981
  0.861136 -0.861136 -0.861136  0.861136
  0.861136 -0.861136 -0.339981 -0.861136
  0.861136 -0.861136 -0.339981 -0.339981
  0.861136 -0.861136 -0.339981  0.339981
  0.861136 -0.861136 -0.339981  0.861136
  0.861136 -0.861136  0.339981 -0.861136
  0.861136 -0.861136  0.339981 -0.339981
  0.861136 -0.861136  0.339981  0.339981
  0.861136 -0.861136  0.339981  0.861136
  0.861136 -0.861136  0.861136 -0.861136
  0.861136 -0.861136  0.861136 -0.339981
  0.861136 -0.861136  0.861136  0.339981
  0.861136 -0.861136  0.861136  0.861136
  0.861136 -0.339981 -0.861136 -0.861136
  0.861136 -0.339981 -0.861136 -0.339981
  0.861136 -0.339981 -0.861136  0.339981
  0.861136 -0.339981 -0.861136  0.861136
  0.861136 -0.339981 -0.339981 -0.861136
  0.861136 -0.339981 -0.339981 -0.339981
  0.861136 -0.339981 -0.339981  0.339981
  0.861136 -0.339981 -0.339981  0.861136
  0.861136 -0.339981  0.339981 -0.861136
  0.861136 -0.339981  0.339981 -0.339981
  0.861136 -0.339981  0.339981  0.339981
  0.861136 -0.339981  0.339981  0.861136
  0.861136 -0.339981  0.861136 -0.861136
  0.861136 -0.339981  0.861136 -0.339981
  0.861136 -0.339981  0.861136  0.339981
  0.861136 -0.339981  0.861136  0.861136
  0.861136  0.339981 -0.861136 -0.861136
  0.861136  0.339981 -0.861136 -0.339981
  0.861136  0.339981 -0.861136  0.339981
  0.861136  0.339981 -0.861136  0.861136
  0.861136  0.339981 -0.339981 -0.861136
  0.861136  0.339981 -0.339981 -0.339981
  0.861136  0.339981 -0.339981  0.339981
  0.861136  0.339981 -0.339981  0.861136
  0.861136  0.339981  0.339981 -0.861136
  0.861136  0.339981  0.339981 -0.339981
  0.861136  0.339981  0.339981  0.339981
  0.861136  0.339981  0.339981  0.861136
  0.861136  0.339981  0.861136 -0.861136
  0.861136  0.339981  0.861136 -0.339981
  0.861136  0.339981  0.861136  0.339981
  0.861136  0.339981  0.861136  0.861136
  0.861136  0.861136 -0.861136 -0.861136
  0.861136  0.861136 -0.861136 -0.339981
  0.861136  0.861136 -0.861136  0.339981
  0.861136  0.861136 -0.861136  0.861136
  0.861136  0.861136 -0.339981 -0.861136
  0.861136  0.861136 -0.339981 -0.339981
  0.861136  0.861136 -0.339981  0.339981
  0.861136  0.861136 -0.339981  0.861136
  0.861136  0.861136  0.339981 -0.861136
  0.861136  0.861136  0.339981 -0.339981
  0.861136  0.861136  0.339981  0.339981
  0.861136  0.861136  0.339981  0.861136
  0.861136  0.861136  0.861136 -0.861136
  0.861136  0.861136  0.861136 -0.339981
  0.861136  0.861136  0.861136  0.339981
  0.861136  0.861136  0.861136  0.861136
